freq,psd_x,psd_y,psd_z,psd_xyz
183.4,7.624e+04,9.064e+03,1.760e+03,8.706e+04
184.9,8.245e+04,1.054e+04,2.120e+03,9.511e+04
186.4,8.865e+04,1.266e+04,2.947e+03,1.043e+05
187.9,9.348e+04,1.464e+04,3.880e+03,1.120e+05
189.5,1.010e+05,1.592e+04,4.293e+03,1.212e+05
191.0,1.074e+05,1.596e+04,4.638e+03,1.280e+05
192.5,1.149e+05,1.565e+04,4.893e+03,1.354e+05
194.0,1.152e+05,1.531e+04,5.256e+03,1.358e+05
195.5,1.165e+05,1.572e+04,5.653e+03,1.379e+05
197.0,1.071e+05,1.580e+04,5.403e+03,1.283e+05
198.6,8.394e+04,1.494e+04,4.553e+03,1.034e+05
